nohup: Eingabe wird ignoriert
Using device: cuda
Files already downloaded and verified
Train Epoch: 5 [96000/162770 (59%)]	Loss: 0.000111
Train Epoch: 5 [102400/162770 (63%)]	Loss: 0.000101
Train Epoch: 5 [108800/162770 (67%)]	Loss: 0.000097
Train Epoch: 5 [115200/162770 (71%)]	Loss: 0.000105
Train Epoch: 5 [121600/162770 (75%)]	Loss: 0.000109
Train Epoch: 5 [128000/162770 (79%)]	Loss: 0.000096
Train Epoch: 5 [134400/162770 (83%)]	Loss: 0.000113
Train Epoch: 5 [140800/162770 (86%)]	Loss: 0.000100
Train Epoch: 5 [147200/162770 (90%)]	Loss: 0.000107
Train Epoch: 5 [153600/162770 (94%)]	Loss: 0.000101
Train Epoch: 5 [160000/162770 (98%)]	Loss: 0.000107
====> Epoch: 5 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 6 [0/162770 (0%)]	Loss: 0.000117
Train Epoch: 6 [6400/162770 (4%)]	Loss: 0.000107
Train Epoch: 6 [12800/162770 (8%)]	Loss: 0.000107
Train Epoch: 6 [19200/162770 (12%)]	Loss: 0.000102
Train Epoch: 6 [25600/162770 (16%)]	Loss: 0.000113
Train Epoch: 6 [32000/162770 (20%)]	Loss: 0.000102
Train Epoch: 6 [38400/162770 (24%)]	Loss: 0.000105
Train Epoch: 6 [44800/162770 (28%)]	Loss: 0.000099
Train Epoch: 6 [51200/162770 (31%)]	Loss: 0.000102
Train Epoch: 6 [57600/162770 (35%)]	Loss: 0.000106
Train Epoch: 6 [64000/162770 (39%)]	Loss: 0.000101
Train Epoch: 6 [70400/162770 (43%)]	Loss: 0.000103
Train Epoch: 6 [76800/162770 (47%)]	Loss: 0.000104
Train Epoch: 6 [83200/162770 (51%)]	Loss: 0.000102
Train Epoch: 6 [89600/162770 (55%)]	Loss: 0.000108
Train Epoch: 6 [96000/162770 (59%)]	Loss: 0.000103
Train Epoch: 6 [102400/162770 (63%)]	Loss: 0.000102
Train Epoch: 6 [108800/162770 (67%)]	Loss: 0.000104
Train Epoch: 6 [115200/162770 (71%)]	Loss: 0.000105
Train Epoch: 6 [121600/162770 (75%)]	Loss: 0.000097
Train Epoch: 6 [128000/162770 (79%)]	Loss: 0.000094
Train Epoch: 6 [134400/162770 (83%)]	Loss: 0.000088
Train Epoch: 6 [140800/162770 (86%)]	Loss: 0.000120
Train Epoch: 6 [147200/162770 (90%)]	Loss: 0.000098
Train Epoch: 6 [153600/162770 (94%)]	Loss: 0.000108
Train Epoch: 6 [160000/162770 (98%)]	Loss: 0.000106
====> Epoch: 6 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 7 [0/162770 (0%)]	Loss: 0.000103
Train Epoch: 7 [6400/162770 (4%)]	Loss: 0.000094
Train Epoch: 7 [12800/162770 (8%)]	Loss: 0.000116
Train Epoch: 7 [19200/162770 (12%)]	Loss: 0.000096
Train Epoch: 7 [25600/162770 (16%)]	Loss: 0.000090
Train Epoch: 7 [32000/162770 (20%)]	Loss: 0.000101
Train Epoch: 7 [38400/162770 (24%)]	Loss: 0.000100
Train Epoch: 7 [44800/162770 (28%)]	Loss: 0.000101
Train Epoch: 7 [51200/162770 (31%)]	Loss: 0.000094
Train Epoch: 7 [57600/162770 (35%)]	Loss: 0.000105
Train Epoch: 7 [64000/162770 (39%)]	Loss: 0.000102
Train Epoch: 7 [70400/162770 (43%)]	Loss: 0.000097
Train Epoch: 7 [76800/162770 (47%)]	Loss: 0.000101
Train Epoch: 7 [83200/162770 (51%)]	Loss: 0.000106
Train Epoch: 7 [89600/162770 (55%)]	Loss: 0.000096
Train Epoch: 7 [96000/162770 (59%)]	Loss: 0.000108
Train Epoch: 7 [102400/162770 (63%)]	Loss: 0.000095
Train Epoch: 7 [108800/162770 (67%)]	Loss: 0.000099
Train Epoch: 7 [115200/162770 (71%)]	Loss: 0.000099
Train Epoch: 7 [121600/162770 (75%)]	Loss: 0.000107
Train Epoch: 7 [128000/162770 (79%)]	Loss: 0.000107
Train Epoch: 7 [134400/162770 (83%)]	Loss: 0.000106
Train Epoch: 7 [140800/162770 (86%)]	Loss: 0.000095
Train Epoch: 7 [147200/162770 (90%)]	Loss: 0.000095
Train Epoch: 7 [153600/162770 (94%)]	Loss: 0.000099
Train Epoch: 7 [160000/162770 (98%)]	Loss: 0.000100
====> Epoch: 7 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 8 [0/162770 (0%)]	Loss: 0.000102
Train Epoch: 8 [6400/162770 (4%)]	Loss: 0.000099
Train Epoch: 8 [12800/162770 (8%)]	Loss: 0.000105
Train Epoch: 8 [19200/162770 (12%)]	Loss: 0.000093
Train Epoch: 8 [25600/162770 (16%)]	Loss: 0.000104
Train Epoch: 8 [32000/162770 (20%)]	Loss: 0.000103
Train Epoch: 8 [38400/162770 (24%)]	Loss: 0.000114
Train Epoch: 8 [44800/162770 (28%)]	Loss: 0.000089
Train Epoch: 8 [51200/162770 (31%)]	Loss: 0.000096
Train Epoch: 8 [57600/162770 (35%)]	Loss: 0.000101
Train Epoch: 8 [64000/162770 (39%)]	Loss: 0.000095
Train Epoch: 8 [70400/162770 (43%)]	Loss: 0.000100
Train Epoch: 8 [76800/162770 (47%)]	Loss: 0.000101
Train Epoch: 8 [83200/162770 (51%)]	Loss: 0.000106
Train Epoch: 8 [89600/162770 (55%)]	Loss: 0.000091
Train Epoch: 8 [96000/162770 (59%)]	Loss: 0.000096
Train Epoch: 8 [102400/162770 (63%)]	Loss: 0.000108
Train Epoch: 8 [108800/162770 (67%)]	Loss: 0.000101
Train Epoch: 8 [115200/162770 (71%)]	Loss: 0.000098
Train Epoch: 8 [121600/162770 (75%)]	Loss: 0.000106
Train Epoch: 8 [128000/162770 (79%)]	Loss: 0.000103
Train Epoch: 8 [134400/162770 (83%)]	Loss: 0.000113
Train Epoch: 8 [140800/162770 (86%)]	Loss: 0.000104
Train Epoch: 8 [147200/162770 (90%)]	Loss: 0.000108
Train Epoch: 8 [153600/162770 (94%)]	Loss: 0.000108
Train Epoch: 8 [160000/162770 (98%)]	Loss: 0.000099
====> Epoch: 8 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 9 [0/162770 (0%)]	Loss: 0.000094
Train Epoch: 9 [6400/162770 (4%)]	Loss: 0.000101
Train Epoch: 9 [12800/162770 (8%)]	Loss: 0.000097
Train Epoch: 9 [19200/162770 (12%)]	Loss: 0.000092
Train Epoch: 9 [25600/162770 (16%)]	Loss: 0.000102
Train Epoch: 9 [32000/162770 (20%)]	Loss: 0.000094
Train Epoch: 9 [38400/162770 (24%)]	Loss: 0.000100
Train Epoch: 9 [44800/162770 (28%)]	Loss: 0.000096
Train Epoch: 9 [51200/162770 (31%)]	Loss: 0.000112
Train Epoch: 9 [57600/162770 (35%)]	Loss: 0.000106
Train Epoch: 9 [64000/162770 (39%)]	Loss: 0.000090
Train Epoch: 9 [70400/162770 (43%)]	Loss: 0.000097
Train Epoch: 9 [76800/162770 (47%)]	Loss: 0.000098
Train Epoch: 9 [83200/162770 (51%)]	Loss: 0.000110
Train Epoch: 9 [89600/162770 (55%)]	Loss: 0.000100
Train Epoch: 9 [96000/162770 (59%)]	Loss: 0.000106
Train Epoch: 9 [102400/162770 (63%)]	Loss: 0.000107
Train Epoch: 9 [108800/162770 (67%)]	Loss: 0.000093
Train Epoch: 9 [115200/162770 (71%)]	Loss: 0.000106
Train Epoch: 9 [121600/162770 (75%)]	Loss: 0.000100
Train Epoch: 9 [128000/162770 (79%)]	Loss: 0.000086
Train Epoch: 9 [134400/162770 (83%)]	Loss: 0.000092
Train Epoch: 9 [140800/162770 (86%)]	Loss: 0.000106
Train Epoch: 9 [147200/162770 (90%)]	Loss: 0.000106
Train Epoch: 9 [153600/162770 (94%)]	Loss: 0.000099
Train Epoch: 9 [160000/162770 (98%)]	Loss: 0.000103
====> Epoch: 9 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 10 [0/162770 (0%)]	Loss: 0.000092
Train Epoch: 10 [6400/162770 (4%)]	Loss: 0.000105
Train Epoch: 10 [12800/162770 (8%)]	Loss: 0.000108
Train Epoch: 10 [19200/162770 (12%)]	Loss: 0.000103
Train Epoch: 10 [25600/162770 (16%)]	Loss: 0.000095
Train Epoch: 10 [32000/162770 (20%)]	Loss: 0.000094
Train Epoch: 10 [38400/162770 (24%)]	Loss: 0.000085
Train Epoch: 10 [44800/162770 (28%)]	Loss: 0.000100
